date,n_assets,count_above_mp_raw,count_above_mp_ex_market,top_eig,second_eig,mp_edge
2022-08-23,25,3,2,3.39506318592959,3.06733507839573,1.72914713755506
2022-08-24,25,3,2,3.42813735244244,3.05830277579953,1.72914713755506
2022-08-25,25,3,2,3.42907771627388,3.07190294347078,1.72914713755506
2022-08-26,25,3,2,3.42854976240308,3.12207841737328,1.72914713755506
2022-08-29,25,3,2,3.43294700953483,3.10964534289878,1.72914713755506
2022-08-30,25,3,2,3.44095296435446,3.10976482124415,1.72914713755506
2022-08-31,25,3,2,3.43763548570376,3.10680733920594,1.72914713755506
2022-09-01,25,3,2,3.44609810907794,3.11860273510429,1.72914713755506
2022-09-02,25,3,2,3.42653422862244,3.10222308615064,1.72914713755506
2022-09-05,25,3,2,3.43026886139862,3.10163704065855,1.72914713755506
2022-09-06,25,3,2,3.43665510740475,3.09526064771594,1.72914713755506
2022-09-07,25,3,2,3.37656245816625,3.13619625548736,1.72914713755506
2022-09-08,25,3,2,3.37359055200695,3.13310610214047,1.72914713755506
2022-09-09,25,3,2,3.39904481835214,3.14325527926104,1.72914713755506
2022-09-12,25,3,2,3.40030388254956,3.13655772216965,1.72914713755506
2022-09-13,25,3,2,3.45216358833959,3.12433786190037,1.72914713755506
2022-09-14,25,3,2,3.43006773583596,3.12232346727285,1.72914713755506
2022-09-15,25,3,2,3.44058853451543,3.10803596748091,1.72914713755506
2022-09-16,25,3,2,3.43853964112888,3.10516340452905,1.72914713755506
2022-09-19,25,3,2,3.45438795240363,3.10361436587941,1.72914713755506
2022-09-20,25,3,2,3.4307290159506,3.13424500502655,1.72914713755506
2022-09-21,25,3,2,3.4358195630448,3.13353135905353,1.72914713755506
2022-09-22,25,3,2,3.43934371783945,3.13405727087784,1.72914713755506
2022-09-23,25,3,2,3.50571763711905,3.12212113173116,1.72914713755506
2022-09-26,25,3,2,3.51506319746634,3.11831397318427,1.72914713755506
2022-09-27,25,3,2,3.51021161348099,3.11815505758883,1.72914713755506
2022-09-28,25,3,2,3.53635535468201,3.10889470936967,1.72914713755506
2022-09-29,25,3,2,3.54205543305547,3.10392352380102,1.72914713755506
2022-09-30,25,3,2,3.5376706002358,3.08059565102323,1.72914713755506
2022-10-03,25,3,2,3.5017058806707,3.07045567680538,1.72914713755506
2022-10-04,25,3,2,3.54912109883642,3.05771444405742,1.72914713755506
2022-10-05,25,3,2,3.5430315980541,3.05737901854552,1.72914713755506
2022-10-06,25,3,2,3.57134042954995,3.05393242967024,1.72914713755506
2022-10-07,25,3,2,3.56311913471788,3.07498880346239,1.72914713755506
2022-10-10,25,3,2,3.55989365772098,3.06165872366804,1.72914713755506
2022-10-11,25,3,2,3.55220621636007,3.06405536629076,1.72914713755506
2022-10-12,25,3,2,3.55377505647778,3.05574076054071,1.72914713755506
2022-10-13,25,3,2,3.54436520402099,3.06380613365076,1.72914713755506
2022-10-14,25,3,2,3.56369151478367,3.05921250612907,1.72914713755506
2022-10-17,25,3,2,3.57447151030239,3.06497907415113,1.72914713755506
2022-10-18,25,3,2,3.58256562193573,3.07122120023915,1.72914713755506
2022-10-19,25,3,2,3.58227359035913,3.06916076065675,1.72914713755506
2022-10-20,25,3,2,3.57981883864351,3.06305072638103,1.72914713755506
2022-10-21,25,3,2,3.57599743520916,3.05383441987543,1.72914713755506
2022-10-24,25,3,2,3.54693863860444,3.05980960143668,1.72914713755506
2022-10-25,25,3,2,3.55307596785263,3.0681405122823,1.72914713755506
2022-10-26,25,3,2,3.53887092176381,3.07432995875859,1.72914713755506
2022-10-27,25,3,2,3.5163764766503,3.07565730605281,1.72914713755506
2022-10-28,25,3,2,3.50824366571767,3.10485314926729,1.72914713755506
